iter	Passed	Remaining
160	487	2537
161	487	2523
162	488	2510
163	489	2497
164	490	2483
165	491	2470
166	492	2458
167	494	2447
168	495	2435
169	496	2424
170	497	2411
171	498	2399
172	499	2387
173	500	2374
174	501	2362
175	502	2351
176	503	2340
177	504	2328
178	505	2316
179	505	2304
180	506	2294
181	507	2283
182	509	2273
183	510	2262
184	511	2251
185	512	2241
186	513	2230
187	514	2220
188	514	2209
189	515	2198
190	517	2190
191	517	2179
192	518	2168
193	519	2158
194	520	2147
195	521	2137
196	522	2127
197	523	2119
198	524	2110
199	525	2101
200	526	2093
201	527	2084
202	528	2074
203	529	2065
204	531	2059
205	532	2050
206	532	2041
207	533	2032
208	534	2024
209	535	2015
210	536	2007
211	537	1999
212	539	1991
213	539	1983
214	540	1974
215	541	1966
216	542	1957
217	543	1950
218	544	1943
219	545	1935
220	546	1927
221	547	1919
222	548	1911
223	549	1903
224	550	1895
225	551	1887
226	552	1880
227	553	1873
228	554	1866
229	555	1859
230	556	1851
231	557	1844
232	558	1837
233	559	1831
234	560	1824
235	561	1816
236	562	1810
237	563	1803
238	564	1796
239	564	1789
240	566	1782
241	566	1775
242	567	1769
243	569	1763
244	570	1756
245	571	1750
246	572	1743
247	573	1737
248	573	1731
249	574	1724
250	575	1718
251	576	1712
252	577	1705
253	578	1699
254	579	1693
255	580	1688
256	581	1682
257	582	1676
258	584	1670
259	585	1665
260	586	1661
261	587	1655
262	588	1650
263	589	1644
264	590	1638
265	591	1632
266	592	1626
267	593	1620
268	594	1614
269	595	1609
270	596	1603
271	596	1597
272	597	1592
273	598	1587
274	600	1583
275	601	1578
276	602	1572
277	603	1567
278	604	1562
279	605	1556
280	606	1551
281	607	1546
282	608	1540
283	609	1536
284	610	1530
285	611	1525
286	611	1520
287	612	1515
288	614	1512
289	615	1507
290	616	1503
291	618	1498
292	618	1493
293	619	1488
294	621	1484
295	622	1479
296	622	1474
297	623	1469
298	624	1464
299	625	1460
300	626	1455
301	628	1451
302	629	1447
303	630	1443
304	631	1439
305	632	1434
306	633	1429
307	634	1425
308	635	1420
309	636	1416
310	637	1411
311	638	1407
312	639	1402
313	640	1398
314	641	1394
315	642	1390
316	643	1386
317	644	1382
318	645	1378
319	646	1374
320	647	1370
321	648	1365
322	649	1361
323	650	1356
324	651	1352
325	652	1348
326	653	1344
327	654	1340
328	655	1336
329	656	1333
330	657	1329
331	658	1324
332	659	1320
333	660	1316
334	661	1313
335	662	1309
336	663	1305
337	664	1301
338	665	1296
339	665	1292
340	666	1288
341	667	1284
342	668	1280
343	669	1277
344	670	1273
345	671	1269
346	672	1265
347	673	1261
348	674	1257
349	675	1254
350	676	1250
351	677	1246
352	678	1243
353	679	1239
354	680	1235
355	681	1232
356	682	1228
357	683	1225
358	684	1221
359	685	1218
360	686	1215
361	687	1211
362	688	1208
363	690	1205
364	691	1203
365	692	1200
366	694	1197
367	695	1194
368	696	1191
369	698	1188
370	699	1185
371	699	1181
372	700	1178
373	701	1174
374	702	1171
375	703	1167
376	704	1164
377	705	1161
378	707	1158
379	707	1155
380	708	1151
381	709	1147
382	710	1144
383	711	1140
384	712	1138
385	713	1134
386	714	1131
387	715	1128
388	716	1125
389	717	1122
390	718	1118
391	719	1115
392	720	1112
393	721	1109
394	722	1105
395	722	1102
396	723	1099
397	724	1096
398	725	1093
399	726	1090
400	727	1086
401	728	1083
402	729	1080
403	730	1077
404	730	1073
405	731	1070
406	732	1067
407	733	1064
408	734	1062
409	736	1059
410	737	1056
411	738	1054
412	739	1051
413	741	1048
414	742	1046
415	743	1043
416	744	1040
417	745	1037
418	746	1034
419	747	1031
420	748	1028
421	748	1025
422	749	1023
423	751	1020
424	752	1017
425	753	1015
426	754	1012
427	755	1009
428	756	1006
429	757	1003
430	758	1000
431	758	997
432	760	995
433	761	992
434	762	989
435	763	987
436	764	984
437	765	982
438	767	981
439	768	978
440	769	976
441	770	973
442	771	970
443	772	967
444	773	964
445	774	961
446	775	958
447	775	956
448	776	953
449	777	950
450	778	947
451	779	944
452	780	942
453	782	940
454	783	938
455	784	935
456	785	933
457	786	930
458	786	927
459	788	925
460	789	922
461	789	919
462	791	917
463	792	914
464	792	912
465	794	909
466	795	907
467	796	905
468	797	903
469	798	900
470	799	898
471	800	895
472	802	893
473	803	891
474	803	888
475	804	886
476	805	883
477	806	880
478	807	878
479	808	875
480	809	873
481	810	870
482	811	868
483	813	866
484	813	864
485	814	861
486	815	859
487	816	856
488	817	854
489	818	851
490	819	849
491	820	846
492	820	844
493	821	841
494	822	839
495	823	836
496	825	835
497	826	833
498	827	831
499	828	828
500	830	826
501	830	824
502	831	821
503	832	819
504	833	817
505	834	814
506	835	812
507	836	810
508	837	807
509	838	805
510	839	803
511	841	801
512	843	800
513	844	798
514	844	795
515	845	793
516	846	790
517	847	788
518	848	786
519	849	784
520	850	781
521	851	779
522	852	777
523	853	775
524	854	772
525	855	770
526	855	768
527	857	766
528	858	764
529	859	761
530	860	759
531	860	757
532	861	754
533	862	752
534	863	750
535	864	748
536	865	745
537	866	743
538	867	742
539	868	740
540	869	737
541	870	735
542	872	733
543	873	731
544	874	729
545	874	727
546	875	725
547	876	723
548	877	721
549	878	719
550	880	717
551	880	715
552	881	712
553	882	710
554	883	708
555	884	706
556	886	704
557	887	702
558	888	700
559	889	698
560	889	696
561	890	694
562	891	692
563	892	689
564	893	687
565	894	686
566	895	684
567	896	682
568	897	679
569	898	677
570	899	675
571	900	673
572	901	672
573	902	670
574	903	668
575	904	666
576	905	664
577	906	662
578	907	660
579	908	658
580	909	655
581	910	653
582	911	651
583	912	649
584	913	647
585	914	646
586	915	644
587	916	642
588	917	640
589	918	638
590	919	636
591	920	634
592	921	632
593	922	630
594	924	628
595	924	626
596	925	624
597	926	622
598	927	620
599	928	619
600	929	617
601	930	615
602	931	613
603	932	611
604	933	609
605	934	607
606	935	605
607	936	603
608	937	602
609	938	600
610	939	598
611	940	596
612	941	594
613	942	592
614	943	590
615	945	589
616	946	587
617	947	585
618	948	583
619	949	581
620	950	580
621	951	578
622	952	576
623	953	574
624	954	572
625	955	570
626	955	568
627	956	566
628	957	564
629	958	563
630	960	561
631	962	560
632	963	558
633	964	556
634	965	554
635	966	552
636	966	551
637	967	549
638	968	547
639	969	545
640	970	543
641	971	541
642	972	539
643	973	537
644	974	536
645	975	534
646	976	532
647	979	531
648	980	530
649	981	528
650	982	526
651	982	524
652	983	522
653	984	520
654	985	519
655	986	517
656	987	515
657	988	513
658	989	511
659	990	510
660	991	508
661	992	506
662	993	505
663	994	503
664	995	501
665	996	499
666	997	497
667	998	496
668	998	494
669	999	492
670	1000	490
671	1001	488
672	1002	487
673	1003	485
674	1004	483
675	1006	482
676	1007	480
677	1008	478
678	1009	477
679	1010	475
680	1011	473
681	1011	471
682	1012	470
683	1013	468
684	1014	466
685	1015	464
686	1016	463
687	1017	461
688	1018	459
689	1019	457
690	1020	456
691	1022	455
692	1023	453
693	1024	451
694	1024	449
695	1025	448
696	1026	446
697	1027	444
698	1028	442
699	1029	441
700	1030	439
701	1031	437
702	1032	436
703	1033	434
704	1034	432
705	1036	431
706	1037	429
707	1038	428
708	1039	426
709	1040	424
710	1041	423
711	1041	421
712	1042	419
713	1043	418
714	1044	416
715	1045	414
716	1046	413
717	1047	411
718	1048	409
719	1049	408
720	1050	406
721	1051	404
722	1052	403
723	1053	401
724	1054	399
725	1055	398
726	1056	396
727	1056	394
728	1057	393
729	1058	391
730	1059	389
731	1060	388
732	1061	386
733	1062	385
734	1063	383
735	1066	382
736	1068	381
737	1069	379
738	1069	377
739	1070	376
740	1071	374
741	1072	372
742	1073	371
743	1074	369
744	1075	367
745	1075	366
746	1077	364
747	1078	363
748	1079	361
749	1080	360
750	1081	358
751	1082	357
752	1083	355
753	1084	353
754	1085	352
755	1086	350
756	1087	349
757	1088	347
758	1089	345
759	1090	344
760	1090	342
761	1092	341
762	1093	339
763	1094	338
764	1095	336
765	1096	335
766	1097	333
767	1098	331
768	1099	330
769	1100	328
770	1101	327
771	1102	325
772	1103	324
773	1104	322
774	1105	320
775	1106	319
776	1107	317
777	1108	316
778	1109	314
779	1111	313
780	1112	311
781	1112	310
782	1113	308
783	1114	307
784	1115	305
785	1116	303
786	1117	302
787	1118	300
788	1119	299
789	1120	297
790	1121	296
791	1123	294
792	1124	293
793	1125	291
794	1126	290
795	1127	288
796	1127	287
797	1128	285
798	1129	284
799	1130	282
800	1131	281
801	1132	279
802	1133	278
803	1134	276
804	1135	275
805	1136	273
806	1137	272
807	1138	270
808	1139	269
809	1141	267
810	1142	266
811	1143	264
812	1144	263
813	1144	261
814	1145	260
815	1146	258
816	1147	257
817	1148	255
818	1149	254
819	1150	252
820	1151	251
821	1152	249
822	1153	248
823	1154	246
824	1155	245
825	1156	243
826	1157	242
827	1158	240
828	1159	239
829	1160	237
830	1161	236
831	1162	234
832	1163	233
833	1164	231
834	1165	230
835	1165	228
836	1166	227
837	1167	225
838	1168	224
839	1169	222
840	1170	221
841	1171	219
842	1172	218
843	1173	216
844	1174	215
845	1175	214
846	1176	212
847	1177	211
848	1178	209
849	1179	208
850	1180	206
851	1181	205
852	1182	203
853	1183	202
854	1184	200
855	1185	199
856	1186	198
857	1187	196
858	1188	195
859	1189	193
860	1191	192
861	1192	190
862	1193	189
863	1194	188
864	1195	186
865	1196	185
866	1197	183
867	1198	182
868	1199	180
869	1200	179
870	1202	178
871	1203	176
872	1204	175
873	1205	173
874	1206	172
875	1207	170
876	1207	169
877	1208	167
878	1209	166
879	1210	165
880	1211	163
881	1212	162
882	1213	160
883	1214	159
884	1216	158
885	1217	156
886	1219	155
887	1220	153
888	1221	152
889	1222	151
890	1222	149
891	1223	148
892	1224	146
893	1225	145
894	1226	143
895	1227	142
896	1228	141
897	1229	139
898	1230	138
899	1232	136
900	1233	135
901	1234	134
902	1234	132
903	1235	131
904	1236	129
905	1237	128
906	1238	126
907	1239	125
908	1240	124
909	1241	122
910	1242	121
911	1243	119
912	1244	118
913	1245	117
914	1247	115
915	1248	114
916	1249	113
917	1250	111
918	1251	110
919	1252	108
920	1253	107
921	1253	106
922	1254	104
923	1255	103
924	1256	101
925	1257	100
926	1258	99
927	1259	97
928	1260	96
929	1261	94
930	1262	93
931	1263	92
932	1264	90
933	1265	89
934	1266	88
935	1267	86
936	1268	85
937	1269	83
938	1269	82
939	1270	81
940	1271	79
941	1272	78
942	1273	76
943	1275	75
944	1276	74
945	1277	72
946	1278	71
947	1279	70
948	1280	68
949	1281	67
950	1282	66
951	1283	64
952	1283	63
953	1284	61
954	1285	60
955	1286	59
956	1287	57
957	1288	56
958	1289	55
959	1291	53
960	1292	52
961	1293	51
962	1294	49
963	1295	48
964	1296	47
965	1297	45
966	1298	44
967	1299	42
968	1300	41
969	1301	40
970	1302	38
971	1304	37
972	1305	36
973	1306	34
974	1307	33
975	1308	32
976	1309	30
977	1310	29
978	1311	28
979	1311	26
980	1312	25
981	1313	24
982	1314	22
983	1315	21
984	1316	20
985	1317	18
986	1319	17
987	1320	16
988	1321	14
989	1322	13
990	1323	12
991	1324	10
992	1325	9
993	1326	8
994	1327	6
995	1328	5
996	1328	3
997	1330	2
998	1331	1
999	1332	0
