iter	RMSE
334	4.264216626
335	4.257437699
336	4.255431956
337	4.25508786
338	4.250585982
339	4.245381087
340	4.244122103
341	4.243867864
342	4.239315554
343	4.232685487
344	4.226795198
345	4.223620538
346	4.218795557
347	4.217915608
348	4.216280276
349	4.210698211
350	4.208937572
351	4.205689943
352	4.202360826
353	4.195791351
354	4.193781432
355	4.189917504
356	4.188075011
357	4.183605251
358	4.183330588
359	4.181404137
360	4.175166447
361	4.171466654
362	4.165552156
363	4.163965751
364	4.162111576
365	4.158193669
366	4.15755126
367	4.153429185
368	4.152840586
369	4.150507296
370	4.146711253
371	4.144605883
372	4.141255617
373	4.138650274
374	4.136447801
375	4.136243976
376	4.135510727
377	4.132291958
378	4.129144434
379	4.127012102
380	4.123507284
381	4.120217106
382	4.116253925
383	4.115887345
384	4.11391065
385	4.108369205
386	4.104681615
387	4.103907249
388	4.097826897
389	4.093386799
390	4.089570735
391	4.089283212
392	4.086232277
393	4.081128148
394	4.077225938
395	4.073494986
396	4.068988868
397	4.068787589
398	4.065117426
399	4.062631905
400	4.060204325
401	4.058194382
402	4.055678463
403	4.050653782
404	4.045146127
405	4.039905966
406	4.036242973
407	4.035312609
408	4.032116698
409	4.031021886
410	4.027759223
411	4.025381462
412	4.021455055
413	4.020884284
414	4.019007394
415	4.015571128
416	4.013942445
417	4.00992853
418	4.008689765
419	4.008520088
420	4.005683277
421	4.005553418
422	4.001552468
423	3.999235992
424	3.997833388
425	3.994732232
426	3.991625491
427	3.98814537
428	3.985521807
429	3.982580676
430	3.9783335
431	3.976007649
432	3.974766362
433	3.970480555
434	3.967486325
435	3.965239474
436	3.961735869
437	3.95810653
438	3.955239411
439	3.952047288
440	3.948257209
441	3.94493404
442	3.942892491
443	3.939866225
444	3.936333218
445	3.934557827
446	3.932700359
447	3.9308792
448	3.928730474
449	3.926852736
450	3.92439921
451	3.919428726
452	3.914748174
453	3.911799258
454	3.907534759
455	3.902422582
456	3.899508616
457	3.898720812
458	3.898358367
459	3.897528109
460	3.895808968
461	3.89172014
462	3.890212071
463	3.886859673
464	3.883598587
465	3.878103566
466	3.874865
467	3.874362528
468	3.872918977
469	3.869733542
470	3.867550341
471	3.864412776
472	3.862074089
473	3.85787279
474	3.856642583
475	3.852713152
476	3.849071224
477	3.847388447
478	3.845054101
479	3.84204992
480	3.838908684
481	3.835711828
482	3.832298794
483	3.828506928
484	3.827154695
485	3.826436401
486	3.82597519
487	3.821567898
488	3.820348279
489	3.819309897
490	3.817460743
491	3.81396771
492	3.812425239
493	3.811823666
494	3.807848026
495	3.806469989
496	3.802798869
497	3.802349241
498	3.798922273
499	3.796743038
500	3.795828821
501	3.791225198
502	3.790556111
503	3.788046573
504	3.785677293
505	3.784424176
506	3.783144523
507	3.781374582
508	3.78068032
509	3.778167715
510	3.775185446
511	3.772159773
512	3.769196261
513	3.76782575
514	3.764004062
515	3.760049315
516	3.758652394
517	3.755928725
518	3.75429049
519	3.752811085
520	3.750105709
521	3.748057786
522	3.746556063
523	3.744155172
524	3.743748672
525	3.741727869
526	3.740384027
527	3.736909817
528	3.735010415
529	3.734027639
530	3.73265525
531	3.731024224
532	3.729167261
533	3.726515998
534	3.723973859
535	3.721717327
536	3.721136355
537	3.717376063
538	3.714028099
539	3.70974835
540	3.705713003
541	3.704973148
542	3.70285618
543	3.699388417
544	3.698218275
545	3.695828734
546	3.694334569
547	3.693408078
548	3.691257295
549	3.688372877
550	3.686055956
551	3.685725101
552	3.684252841
553	3.68103195
554	3.67938712
555	3.677437298
556	3.674980526
557	3.673421517
558	3.669740763
559	3.666718961
560	3.664616138
561	3.663694641
562	3.660525947
563	3.658835544
564	3.656217374
565	3.654408649
566	3.651801371
567	3.648046763
568	3.644674692
569	3.642379474
570	3.638690016
571	3.637896369
572	3.635451602
573	3.633893327
574	3.630394546
575	3.629206483
576	3.628443354
577	3.624301949
578	3.622607025
579	3.619465942
580	3.616479685
581	3.614434153
582	3.61304677
583	3.610370098
584	3.608916183
585	3.607704855
586	3.604865354
587	3.603252471
588	3.600065976
589	3.598133464
590	3.596684513
591	3.594806175
592	3.593431639
593	3.591043216
594	3.587694907
595	3.586395781
596	3.585101002
597	3.582777743
598	3.579674475
599	3.578133565
600	3.575420423
601	3.571884953
602	3.568335923
603	3.567933124
604	3.565312863
605	3.564026387
606	3.560836262
607	3.558161886
608	3.556513384
609	3.552968137
610	3.551430702
611	3.549476632
612	3.547641211
613	3.547356135
614	3.546320408
615	3.543284698
616	3.542990767
617	3.542297841
618	3.541927151
619	3.537390457
620	3.53697118
621	3.532605651
622	3.532052408
623	3.528243698
624	3.526364489
625	3.525158667
626	3.522264391
627	3.522013099
628	3.520399612
629	3.518991758
630	3.516392979
631	3.515391666
632	3.512341873
633	3.510469752
634	3.507735001
635	3.505854805
636	3.503572889
637	3.503527858
638	3.503397607
639	3.501617987
640	3.499804959
641	3.498290839
642	3.493318868
643	3.490677369
644	3.489559773
645	3.48712857
646	3.484585369
647	3.483224933
648	3.482175268
649	3.480235018
650	3.479218825
651	3.478890686
652	3.476421367
653	3.476155924
654	3.474293343
655	3.472598176
656	3.468227733
657	3.46726957
658	3.46602707
659	3.462404619
660	3.45914954
661	3.457872539
662	3.457393538
663	3.456645183
664	3.454809127
665	3.452937907
666	3.45119006
667	3.44827133
668	3.446032677
669	3.442519759
670	3.441742341
671	3.439417467
672	3.437842711
673	3.436938292
674	3.433571106
675	3.431906874
676	3.43144958
677	3.426826701
678	3.425071845
679	3.42270584
680	3.422298795
681	3.4195272
682	3.419222965
683	3.418653669
684	3.417390035
685	3.417150184
686	3.414972807
687	3.412697641
688	3.41086953
689	3.406440982
690	3.406103192
691	3.404211345
692	3.402077705
693	3.401933039
694	3.401472059
695	3.400866931
696	3.398312884
697	3.395733435
698	3.39421769
699	3.392948512
700	3.392474064
701	3.388901548
702	3.388537066
703	3.388469049
704	3.385691378
705	3.38273124
706	3.382318549
707	3.381483264
708	3.379361788
709	3.37729472
710	3.373528327
711	3.369496523
712	3.366965822
713	3.365878799
714	3.365362258
715	3.364026288
716	3.363030407
717	3.360047364
718	3.359685997
719	3.357256904
720	3.355841067
721	3.355467807
722	3.352908926
723	3.352054267
724	3.351097159
725	3.348894463
726	3.348561905
727	3.348203164
728	3.346038767
729	3.344551514
730	3.342986673
731	3.342128599
732	3.338949899
733	3.334619242
734	3.333765769
735	3.333714223
736	3.333375623
737	3.33105313
738	3.329544336
739	3.329223441
740	3.326643653
741	3.325785324
742	3.32572781
743	3.323545968
744	3.321166519
745	3.320923994
746	3.319396137
747	3.317008097
748	3.31344612
749	3.311597667
750	3.308957983
751	3.308241481
752	3.306026087
753	3.302882995
754	3.302191104
755	3.301222994
756	3.299804231
757	3.298939775
758	3.296040215
759	3.295932013
760	3.2951886
761	3.294170251
762	3.293592128
763	3.292060158
764	3.290873253
765	3.290208383
766	3.290010384
767	3.287824753
768	3.285512875
769	3.281264794
770	3.27928195
771	3.278674638
772	3.277958226
773	3.277759371
774	3.275181138
775	3.272694028
776	3.270920248
777	3.269105745
778	3.267076681
779	3.264950644
780	3.26170015
781	3.259869834
782	3.259214058
783	3.257869628
784	3.256145304
785	3.254521329
786	3.251320433
787	3.250225554
788	3.250026861
789	3.24771193
790	3.245745696
791	3.243792871
792	3.239561914
793	3.238498478
794	3.238317237
795	3.237274735
796	3.235538336
797	3.235337382
798	3.233414319
799	3.232355443
800	3.229965456
801	3.229913389
802	3.22588806
803	3.224341346
804	3.224164541
805	3.222452926
806	3.220107573
807	3.219522715
808	3.217557121
809	3.2171641
810	3.215143693
811	3.212065501
812	3.210190658
813	3.209211023
814	3.207557378
815	3.206509735
816	3.202488528
817	3.201813649
818	3.200378272
819	3.200295918
820	3.199056738
821	3.198461572
822	3.197513439
823	3.196097651
824	3.195419844
825	3.192692915
826	3.191244335
827	3.190411339
828	3.188304649
829	3.184693874
830	3.183083664
831	3.180131658
832	3.179966657
833	3.177874168
834	3.176894183
835	3.176779777
836	3.174748814
837	3.173708579
838	3.173221067
839	3.173133762
840	3.171134387
841	3.171092651
842	3.170317686
843	3.168027448
844	3.167111613
845	3.163024508
846	3.16060901
847	3.157445466
848	3.156842389
849	3.156756615
850	3.156196714
851	3.154582967
852	3.153457581
853	3.153001511
854	3.150501697
855	3.150364023
856	3.14643401
857	3.144794311
858	3.14380707
859	3.141461755
860	3.139171886
861	3.138669165
862	3.13797413
863	3.13633267
864	3.136002962
865	3.133841091
866	3.131378093
867	3.131177996
868	3.129229103
869	3.128842328
870	3.128231889
871	3.126490621
872	3.124367865
873	3.123480064
874	3.123257954
875	3.12168693
876	3.119168122
877	3.116908359
878	3.116438728
879	3.116240616
880	3.114392907
881	3.114259958
882	3.112432333
883	3.110366425
884	3.107492652
885	3.106038116
886	3.105452618
887	3.10418288
888	3.102882823
889	3.101238518
890	3.099912951
891	3.097972656
892	3.097232988
893	3.096264091
894	3.095320899
895	3.093895012
896	3.093795853
897	3.092598865
898	3.092328508
899	3.091629839
900	3.089736167
901	3.087479054
902	3.086910534
903	3.08652577
904	3.084440151
905	3.082644954
906	3.082154819
907	3.081661209
908	3.080247167
909	3.080055363
910	3.077100018
911	3.076871663
912	3.074724245
913	3.07350326
914	3.070588295
915	3.069987863
916	3.066594624
917	3.06601612
918	3.063755733
919	3.061866661
920	3.059848355
921	3.059377968
922	3.057110494
923	3.056582127
924	3.05350082
925	3.052327775
926	3.051634986
927	3.050433841
928	3.049800056
929	3.049595231
930	3.048975841
931	3.047978572
932	3.046465156
933	3.045313224
934	3.043052285
935	3.041108886
936	3.039905868
937	3.039118711
938	3.038441541
939	3.035658806
940	3.034994218
941	3.034436333
942	3.033219357
943	3.033040404
944	3.032416415
945	3.031976576
946	3.031776747
947	3.029983832
948	3.029612981
949	3.028400236
950	3.025551241
951	3.023778816
952	3.023315941
953	3.021165529
954	3.019316094
955	3.018034413
956	3.017222785
957	3.016939746
958	3.014614708
959	3.014098655
960	3.01193322
961	3.010460549
962	3.009051845
963	3.006994427
964	3.005557604
965	3.004909207
966	3.004697551
967	3.002762544
968	3.001793449
969	2.999069375
970	2.997364201
971	2.993128383
972	2.990889213
973	2.99055008
974	2.989619296
975	2.986927093
976	2.984370294
977	2.984320242
978	2.98206468
979	2.979089728
980	2.976325423
981	2.974955511
982	2.974361048
983	2.973447263
984	2.971370492
985	2.971115733
986	2.970744185
987	2.97022426
988	2.968896484
989	2.968777576
990	2.967422468
991	2.964412451
992	2.961526702
993	2.960174831
994	2.959514772
995	2.958516538
996	2.956600715
997	2.955370198
998	2.954714214
999	2.952597616
